Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Outcome
-0.22113279161642146,-1.1935915640340178,-0.36917155993589523,-2.5603875976926247,-0.8063284957624368,0.6078803331197599,1.7338831383786082,-0.25111442753487734,-1.6055691093903686,2.004652926974493,1.2773740385132224,2.4490620488075265,0.798668770071483,0.31193468443281924,-0.16724880347554888,-0.8707261914741266,-0.27104411676163753,-1.1398747679139924,-0.8418169179160752,0.5165284682016036,0
-1.5472239932781757,0.773266214763601,1.7633712501699013,2.4671322555093376,2.3382627988762366,-0.6738220777596537,-0.8754185044450941,-1.162330531579488,5.272884599117066,-4.011189495244703,0.09298186220498811,-1.8196855125253457,0.5249824347758509,3.3315953189530996,-4.8357439832032965,-2.2469110856906833,0.8718992158319558,6.251249045072375,-0.9587956099667105,2.590002083937221,0
0.5890230796419218,0.580421940096241,-0.564948055037954,1.5865219458727853,1.5453807400859143,0.3974040328868454,0.04573912900266335,1.0371106878318128,0.4621424695172897,-4.619605848009497,-1.0478663059889717,-1.9114215717931684,-0.13945027691202505,0.36663353607159405,0.14685812722373756,-3.7814838715387236,2.364864371526994,3.105184235358063,-3.1541182455412002,-1.0696141058214776,0
-2.026023448476509,-0.6472934525843181,1.055517157705762,0.547164075603217,-3.2251893103345495,-0.8075949276176789,-0.274984386289914,0.29428965958563014,9.391403482053345,-4.464905825322177,-0.0333594993899537,-5.616602349583155,1.0850735768203692,0.472264140659569,2.274378340762341,-0.19648578294441588,1.6109944453449143,9.488017870025297,-5.750039427736003,3.5548278963298356,1
-1.0649940973212704,1.8734151236121512,1.3131094747053538,0.6681543637057406,-0.06955781598956579,-0.9645063932627689,1.08321774810704,-4.40909492936967,-0.2762232656026002,-4.22024529058529,0.8415502815234793,5.149193596489363,-4.452557662608358,2.34612933820814,-3.036125438144149,-5.738072775882769,-2.9856606292507024,-3.166883606561165,6.6123162175154855,-0.42361102084953295,1
0.28889514356539353,0.004862254933591338,1.2103401321606624,-0.6177297415967034,2.9604626969850445,0.8214083231002738,1.2102520199134048,-0.7227303764625451,-2.2395763367212504,3.166384715303915,-0.21506926381600766,1.8889365376218408,1.9429288260032134,-1.0330881400984864,-3.8849918552881086,1.9698947571810617,1.9940850412200932,-5.195393991224119,3.6754663472551026,-0.1908836586476872,0
0.16492143792507125,0.1780105259259068,2.958385709167273,1.017195950009017,0.6242081330825886,0.7061143306804705,1.1078403000269388,-1.9069906116411446,7.43976987197214,-4.03755761274768,-0.2900385438891823,0.3618485434329869,-0.6038662947638815,4.6945359192593115,-6.825410418478365,-2.5917796861866926,1.4903495052630045,4.727567510459567,1.1023403489411536,2.684953892983555,0
-0.7837601693701695,0.7828775531887718,-0.018244487876780124,-1.5651269438150957,1.3426698366712257,1.164034397248306,-0.02127284963109477,-0.32523719071664464,0.48206259590983097,1.9419981998108518,0.14433733724970335,1.4540141129383855,-1.9412332998194475,1.218362994407876,-3.817085042959654,-0.8141453138585966,-1.3340361656964432,0.26182173788937674,1.7680818272320362,1.4777297855222908,0
-1.3697764892591158,0.4886951457474786,1.20843634458021,-0.3828313347508051,0.7999412101382201,0.5692578552242005,-1.2416200616581716,-0.7904195360032533,4.027729510210112,-0.21121538003892973,1.0316231128716402,0.11893700396043039,2.005605663364136,1.8215864420084718,-3.9958828336470367,-0.462925754647478,2.4900513287630943,3.013616325548175,-0.5621664182119247,3.266318173725219,0
-0.5503535878198212,1.4236311818185134,-0.5229293165800032,2.6477662941189086,-0.7989213232274098,0.8433834529907315,-1.9404302255083603,0.4426264021667242,-0.6716680593684773,-4.668950312653386,-0.5678631472514148,-1.3576772371309644,0.872631975173185,-0.5986440915060582,3.8743663074409698,-2.0566724259227334,1.808072084517269,0.9464102950145897,-2.273536439797478,-2.006050162900605,0
-1.0915851531772012,-2.507826036055067,0.5020179133232006,-0.19409090304500454,-3.112972578907754,0.10357652177506799,-0.2715319167223954,0.6893175992223501,9.839484014188342,-2.6423366482541795,1.072727030099361,-2.876367357688559,3.8871265008122773,4.383674102974923,-0.9229261907173437,-0.9759638495161049,3.2475636551824323,12.470285475460283,-8.092294771977521,6.202990983505228,0
-0.05022968458993645,-1.173699642777493,0.45523281724208536,-0.8908173406708368,2.7813628134783848,1.5404289516874607,0.7825951266852254,-2.1884025749099854,-3.425315923449348,0.8518618827983415,-1.4480832081439898,3.938624676456307,-0.7547136929464563,0.6095877475994489,-4.93924496722709,-0.6738760849376835,1.5090380395017176,-7.1322279266424,5.634261954939445,-1.7179985294234779,0
